Usuario,Ordenador,ID,Tipo de sesión,Grupo,Inicio,Final,Duración,Moneda,Tarifa,Facturación,Notas
"MDC - CAD/CAM","Sin nombre","929516014","Control remoto","Dispositivos sin nombre","2025-05-16 15:16","2025-05-16 16:12","57","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","302956194","Control remoto","Dispositivos sin nombre","2025-05-16 13:05","2025-05-16 13:06","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","302956194","Control remoto","Dispositivos sin nombre","2025-05-16 13:05","2025-05-16 13:37","33","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","434473159","Control remoto","Dispositivos sin nombre","2025-05-16 12:41","2025-05-16 12:42","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","713464508","Control remoto","Dispositivos sin nombre","2025-05-16 12:16","2025-05-16 15:29","193","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","408876242","Control remoto","Dispositivos sin nombre","2025-05-16 11:22","2025-05-16 11:45","23","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","408876242","Control remoto","Dispositivos sin nombre","2025-05-16 11:11","2025-05-16 11:37","26","None","0,00","Factura",""
"MDC - CAD/CAM","Gamer","1678763520","Control remoto","MDC","2025-05-16 11:09","2025-05-16 11:17","8","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","434473159","Control remoto","Dispositivos sin nombre","2025-05-16 10:38","2025-05-16 10:46","9","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","434473159","Control remoto","Dispositivos sin nombre","2025-05-16 10:00","2025-05-16 10:36","36","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","499808372","Control remoto","Dispositivos sin nombre","2025-05-15 16:07","2025-05-15 16:12","5","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1695401765","Control remoto","Dispositivos sin nombre","2025-05-15 15:47","2025-05-15 18:04","138","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1851381575","Control remoto","Dispositivos sin nombre","2025-05-15 15:17","2025-05-15 17:18","121","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1851381575","Control remoto","Dispositivos sin nombre","2025-05-15 14:20","2025-05-15 15:17","58","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","343938809","Control remoto","Dispositivos sin nombre","2025-05-15 13:38","2025-05-15 17:57","260","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","434473159","Control remoto","Dispositivos sin nombre","2025-05-15 13:22","2025-05-15 14:19","58","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","434473159","Control remoto","Dispositivos sin nombre","2025-05-15 13:19","2025-05-15 13:22","4","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","434473159","Control remoto","Dispositivos sin nombre","2025-05-15 13:08","2025-05-15 13:21","13","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","343938809","Control remoto","Dispositivos sin nombre","2025-05-15 13:06","2025-05-15 13:21","15","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","343938809","Control remoto","Dispositivos sin nombre","2025-05-15 12:42","2025-05-15 12:55","14","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","434473159","Control remoto","Dispositivos sin nombre","2025-05-15 12:37","2025-05-15 12:58","21","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","434473159","Control remoto","Dispositivos sin nombre","2025-05-15 11:30","2025-05-15 12:00","31","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","434473159","Control remoto","Dispositivos sin nombre","2025-05-15 11:10","2025-05-15 11:29","19","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1950348800","Control remoto","Dispositivos sin nombre","2025-05-14 15:20","2025-05-14 15:47","27","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","713464508","Control remoto","Dispositivos sin nombre","2025-05-14 13:21","2025-05-14 15:42","142","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","310029869","Control remoto","Dispositivos sin nombre","2025-05-14 12:02","2025-05-14 14:57","175","None","0,00","Factura",""
"MDC - CAD/CAM","Gamer","1678763520","Control remoto","MDC","2025-05-13 19:18","2025-05-13 19:54","36","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1123938242","Control remoto","Dispositivos sin nombre","2025-05-13 17:46","2025-05-13 17:54","9","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","310029869","Control remoto","Dispositivos sin nombre","2025-05-13 17:17","2025-05-13 17:44","27","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1479908633","Control remoto","Dispositivos sin nombre","2025-05-13 17:09","2025-05-15 02:24","1995","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1123938242","Control remoto","Dispositivos sin nombre","2025-05-13 16:37","2025-05-13 17:45","68","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","343938809","Control remoto","Dispositivos sin nombre","2025-05-13 15:23","2025-05-13 19:54","272","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","343938809","Control remoto","Dispositivos sin nombre","2025-05-13 15:14","2025-05-13 15:18","5","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1479908633","Control remoto","Dispositivos sin nombre","2025-05-13 15:00","2025-05-13 15:19","19","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1317507031","Control remoto","Dispositivos sin nombre","2025-05-13 09:50","2025-05-13 15:16","326","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1950348800","Control remoto","Dispositivos sin nombre","2025-05-13 09:11","2025-05-13 10:50","100","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","343938809","Control remoto","Dispositivos sin nombre","2025-05-12 14:22","2025-05-12 15:56","95","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","343938809","Control remoto","Dispositivos sin nombre","2025-05-12 13:41","2025-05-12 14:21","41","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","637578801","Control remoto","Dispositivos sin nombre","2025-05-12 00:10","2025-05-12 02:01","112","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1275650750","Control remoto","Dispositivos sin nombre","2025-05-10 14:08","2025-05-10 14:16","9","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","499808372","Control remoto","Dispositivos sin nombre","2025-05-09 14:34","2025-05-09 14:52","18","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1281155113","Control remoto","Dispositivos sin nombre","2025-05-09 10:55","2025-05-09 10:58","4","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","408876242","Control remoto","Dispositivos sin nombre","2025-05-08 14:18","2025-05-08 14:22","5","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","341637656","Control remoto","Dispositivos sin nombre","2025-05-08 11:18","2025-05-08 11:59","41","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","241333060","Control remoto","Dispositivos sin nombre","2025-05-08 09:55","2025-05-08 10:03","8","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1669227891","Control remoto","Dispositivos sin nombre","2025-05-07 16:59","2025-05-07 17:01","3","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1669227891","Control remoto","Dispositivos sin nombre","2025-05-07 16:18","2025-05-07 16:56","39","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1669227891","Control remoto","Dispositivos sin nombre","2025-05-07 16:17","2025-05-07 16:56","40","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1556360747","Control remoto","Dispositivos sin nombre","2025-05-06 14:30","2025-05-06 17:02","152","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1556360747","Control remoto","Dispositivos sin nombre","2025-05-06 14:27","2025-05-06 14:29","3","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1556360747","Control remoto","Dispositivos sin nombre","2025-05-06 14:19","2025-05-06 14:27","8","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","343938809","Control remoto","Dispositivos sin nombre","2025-05-06 14:09","2025-05-06 17:59","231","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","343938809","Control remoto","Dispositivos sin nombre","2025-05-06 13:45","2025-05-06 14:08","23","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1506756048","Control remoto","Dispositivos sin nombre","2025-05-06 12:26","2025-05-06 15:17","171","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","131950095","Control remoto","Dispositivos sin nombre","2025-05-06 09:59","2025-05-06 10:56","58","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1267489528","Control remoto","Dispositivos sin nombre","2025-05-05 14:31","2025-05-05 18:08","217","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","425991903","Control remoto","Dispositivos sin nombre","2025-05-05 13:17","2025-05-05 14:31","74","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1267489528","Control remoto","Dispositivos sin nombre","2025-05-05 09:13","2025-05-05 11:29","137","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1267489528","Control remoto","Dispositivos sin nombre","2025-05-05 09:04","2025-05-05 09:12","8","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1267489528","Control remoto","Dispositivos sin nombre","2025-05-05 08:55","2025-05-05 08:56","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","425991903","Control remoto","Dispositivos sin nombre","2025-05-03 10:02","2025-05-03 10:27","26","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","343938809","Control remoto","Dispositivos sin nombre","2025-05-02 14:44","2025-05-02 18:08","205","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","343938809","Control remoto","Dispositivos sin nombre","2025-05-02 13:41","2025-05-02 14:43","62","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","363419739","Control remoto","Dispositivos sin nombre","2025-05-02 13:05","2025-05-02 13:07","3","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","902409462","Control remoto","Dispositivos sin nombre","2025-05-02 10:47","2025-05-02 17:06","379","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1050101112","Control remoto","Dispositivos sin nombre","2025-04-30 19:57","2025-04-30 20:29","32","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1050101112","Control remoto","Dispositivos sin nombre","2025-04-30 19:50","2025-04-30 19:52","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1050101112","Control remoto","Dispositivos sin nombre","2025-04-30 19:41","2025-04-30 19:48","7","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1050101112","Control remoto","Dispositivos sin nombre","2025-04-30 18:26","2025-04-30 18:40","15","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1050101112","Control remoto","Dispositivos sin nombre","2025-04-30 18:19","2025-04-30 18:22","4","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1050101112","Control remoto","Dispositivos sin nombre","2025-04-30 18:14","2025-04-30 18:16","3","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1050101112","Control remoto","Dispositivos sin nombre","2025-04-30 17:59","2025-04-30 18:13","14","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1669227891","Control remoto","Dispositivos sin nombre","2025-04-30 17:58","2025-04-30 17:59","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1669227891","Control remoto","Dispositivos sin nombre","2025-04-30 17:28","2025-04-30 17:44","16","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1669227891","Control remoto","Dispositivos sin nombre","2025-04-30 17:17","2025-04-30 17:58","42","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","902409462","Control remoto","Dispositivos sin nombre","2025-04-30 17:06","2025-04-30 18:22","77","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1050101112","Control remoto","Dispositivos sin nombre","2025-04-30 16:43","2025-04-30 17:54","71","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1081316827","Control remoto","Dispositivos sin nombre","2025-04-30 15:53","2025-04-30 16:11","18","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1050101112","Control remoto","Dispositivos sin nombre","2025-04-30 15:52","2025-04-30 16:28","37","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1050101112","Control remoto","Dispositivos sin nombre","2025-04-30 15:30","2025-04-30 15:45","15","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","640554459","Control remoto","Dispositivos sin nombre","2025-04-30 14:27","2025-04-30 14:48","22","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1053019340","Control remoto","Dispositivos sin nombre","2025-04-30 13:23","2025-04-30 14:57","95","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","520743510","Control remoto","Dispositivos sin nombre","2025-04-30 11:56","2025-04-30 12:13","17","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","426520274","Control remoto","Dispositivos sin nombre","2025-04-30 11:56","2025-04-30 13:22","86","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1479908633","Control remoto","Dispositivos sin nombre","2025-04-29 17:50","2025-04-29 18:14","25","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","902409462","Control remoto","Dispositivos sin nombre","2025-04-29 16:52","2025-04-29 16:59","7","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1479908633","Control remoto","Dispositivos sin nombre","2025-04-29 16:49","2025-04-29 17:48","60","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1479908633","Control remoto","Dispositivos sin nombre","2025-04-29 15:09","2025-04-29 16:43","95","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","426520274","Control remoto","Dispositivos sin nombre","2025-04-29 14:25","2025-04-29 14:57","33","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","426520274","Control remoto","Dispositivos sin nombre","2025-04-29 13:51","2025-04-29 14:21","31","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","426520274","Control remoto","Dispositivos sin nombre","2025-04-29 13:47","2025-04-29 13:50","4","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","902409462","Control remoto","Dispositivos sin nombre","2025-04-29 13:15","2025-04-29 13:36","22","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1596015778","Control remoto","Dispositivos sin nombre","2025-04-29 13:11","2025-04-29 14:02","51","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","426520274","Control remoto","Dispositivos sin nombre","2025-04-29 13:04","2025-04-29 13:07","4","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1441541337","Control remoto","Dispositivos sin nombre","2025-04-29 10:45","2025-04-29 11:17","33","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1774997284","Control remoto","Dispositivos sin nombre","2025-04-29 10:22","2025-04-29 11:21","59","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","426520274","Control remoto","Dispositivos sin nombre","2025-04-29 09:52","2025-04-29 10:19","28","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1774997284","Control remoto","Dispositivos sin nombre","2025-04-28 17:40","2025-04-28 17:52","12","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","426520274","Control remoto","Dispositivos sin nombre","2025-04-28 16:28","2025-04-28 17:36","68","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","716661307","Control remoto","Dispositivos sin nombre","2025-04-28 16:23","2025-04-28 18:16","114","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","426520274","Control remoto","Dispositivos sin nombre","2025-04-28 16:03","2025-04-28 17:36","93","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","426520274","Control remoto","Dispositivos sin nombre","2025-04-28 15:32","2025-04-28 16:02","30","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","426520274","Control remoto","Dispositivos sin nombre","2025-04-28 15:25","2025-04-28 16:02","37","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1502799478","Control remoto","Dispositivos sin nombre","2025-04-28 15:20","2025-04-28 15:20","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","343938809","Control remoto","Dispositivos sin nombre","2025-04-28 13:38","2025-04-28 14:10","33","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1261866834","Control remoto","Dispositivos sin nombre","2025-04-28 13:10","2025-04-28 13:32","23","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","343938809","Control remoto","Dispositivos sin nombre","2025-04-28 13:01","2025-04-28 13:06","6","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1126017702","Control remoto","Dispositivos sin nombre","2025-04-25 13:10","2025-04-25 13:35","26","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1953676043","Control remoto","Dispositivos sin nombre","2025-04-25 13:03","2025-04-25 13:46","44","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","616877564","Control remoto","Dispositivos sin nombre","2025-04-25 12:56","2025-04-25 13:35","40","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1953676043","Control remoto","Dispositivos sin nombre","2025-04-25 12:22","2025-04-25 12:47","26","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","343938809","Control remoto","Dispositivos sin nombre","2025-04-25 10:33","2025-04-25 15:39","307","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1950348800","Control remoto","Dispositivos sin nombre","2025-04-25 10:21","2025-04-25 17:55","455","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1317507031","Control remoto","Dispositivos sin nombre","2025-04-25 10:19","2025-04-25 15:42","324","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","341637656","Control remoto","Dispositivos sin nombre","2025-04-24 17:15","2025-04-24 18:22","68","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1317507031","Control remoto","Dispositivos sin nombre","2025-04-24 16:17","2025-04-24 18:28","132","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1709512286","Control remoto","Dispositivos sin nombre","2025-04-24 12:18","2025-04-24 14:46","148","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","396461441","Control remoto","Dispositivos sin nombre","2025-04-24 10:29","2025-04-24 10:49","21","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","396461441","Control remoto","Dispositivos sin nombre","2025-04-24 09:52","2025-04-24 10:16","24","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1774997284","Control remoto","Dispositivos sin nombre","2025-04-23 16:09","2025-04-23 16:43","34","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","408868126","Control remoto","Dispositivos sin nombre","2025-04-23 15:14","2025-04-23 16:05","51","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","341637656","Control remoto","Dispositivos sin nombre","2025-04-23 14:45","2025-04-23 18:05","201","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","434473159","Control remoto","Dispositivos sin nombre","2025-04-23 14:02","2025-04-23 14:27","26","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","761706240","Control remoto","Dispositivos sin nombre","2025-04-23 13:59","2025-04-23 14:13","15","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","434473159","Control remoto","Dispositivos sin nombre","2025-04-23 13:48","2025-04-23 13:59","11","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","341637656","Control remoto","Dispositivos sin nombre","2025-04-23 13:28","2025-04-23 14:45","77","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","408868126","Control remoto","Dispositivos sin nombre","2025-04-23 13:27","2025-04-23 13:29","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","341637656","Control remoto","Dispositivos sin nombre","2025-04-23 12:08","2025-04-23 13:27","80","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","101513946","Control remoto","Dispositivos sin nombre","2025-04-22 17:54","2025-04-22 18:34","41","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","101513946","Control remoto","Dispositivos sin nombre","2025-04-22 17:27","2025-04-22 17:50","24","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","101513946","Control remoto","Dispositivos sin nombre","2025-04-22 16:46","2025-04-22 17:17","31","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","101513946","Control remoto","Dispositivos sin nombre","2025-04-22 15:00","2025-04-22 16:39","99","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1688899782","Control remoto","Dispositivos sin nombre","2025-04-22 14:30","2025-04-22 14:37","8","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1348941486","Control remoto","Dispositivos sin nombre","2025-04-22 14:28","2025-04-22 14:29","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1053019340","Control remoto","Dispositivos sin nombre","2025-04-22 14:12","2025-04-22 15:06","55","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","814326341","Control remoto","Dispositivos sin nombre","2025-04-22 14:06","2025-04-22 17:44","218","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","814326341","Control remoto","Dispositivos sin nombre","2025-04-22 13:24","2025-04-22 13:31","8","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1348941486","Control remoto","Dispositivos sin nombre","2025-04-22 12:50","2025-04-22 13:40","51","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","814326341","Control remoto","Dispositivos sin nombre","2025-04-22 12:50","2025-04-22 13:04","15","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","814326341","Control remoto","Dispositivos sin nombre","2025-04-22 11:05","2025-04-22 12:42","98","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1950348800","Control remoto","Dispositivos sin nombre","2025-04-21 17:06","2025-04-21 17:07","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1317507031","Control remoto","Dispositivos sin nombre","2025-04-21 16:51","2025-04-21 17:11","21","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","915814796","Control remoto","Dispositivos sin nombre","2025-04-21 16:03","2025-04-21 16:11","9","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","731921228","Control remoto","Dispositivos sin nombre","2025-04-21 16:01","2025-04-21 16:11","10","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","343879123","Control remoto","Dispositivos sin nombre","2025-04-21 15:32","2025-04-21 15:36","5","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1851381575","Control remoto","Dispositivos sin nombre","2025-04-21 13:41","2025-04-21 13:47","6","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","482269010","Control remoto","Dispositivos sin nombre","2025-04-21 09:52","2025-04-21 10:04","12","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","482269010","Control remoto","Dispositivos sin nombre","2025-04-21 09:41","2025-04-21 09:51","11","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1950348800","Control remoto","Dispositivos sin nombre","2025-04-16 18:17","2025-04-16 18:21","5","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1317507031","Control remoto","Dispositivos sin nombre","2025-04-16 18:04","2025-04-16 18:21","17","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1950348800","Control remoto","Dispositivos sin nombre","2025-04-16 17:38","2025-04-16 18:14","36","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","341637656","Control remoto","Dispositivos sin nombre","2025-04-16 17:20","2025-04-16 17:25","6","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1317507031","Control remoto","Dispositivos sin nombre","2025-04-16 14:28","2025-04-16 16:16","109","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","343938809","Control remoto","Dispositivos sin nombre","2025-04-16 14:26","2025-04-16 16:16","111","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","814326341","Control remoto","Dispositivos sin nombre","2025-04-16 14:03","2025-04-16 15:04","61","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","814326341","Control remoto","Dispositivos sin nombre","2025-04-16 13:44","2025-04-16 13:59","16","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","831228536","Control remoto","Dispositivos sin nombre","2025-04-16 13:09","2025-04-16 13:13","4","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","831228536","Control remoto","Dispositivos sin nombre","2025-04-16 13:01","2025-04-16 13:06","6","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","831228536","Control remoto","Dispositivos sin nombre","2025-04-16 12:40","2025-04-16 12:55","16","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","740731883","Control remoto","Dispositivos sin nombre","2025-04-16 11:43","2025-04-16 17:56","374","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1851381575","Control remoto","Dispositivos sin nombre","2025-04-16 10:19","2025-04-16 10:24","5","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1284275489","Control remoto","Dispositivos sin nombre","2025-04-16 10:14","2025-04-16 10:24","10","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1275650750","Control remoto","Dispositivos sin nombre","2025-04-15 18:25","2025-04-15 18:28","3","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1317507031","Control remoto","Dispositivos sin nombre","2025-04-15 18:15","2025-04-15 18:15","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1950348800","Control remoto","Dispositivos sin nombre","2025-04-15 18:14","2025-04-15 18:28","14","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","341637656","Control remoto","Dispositivos sin nombre","2025-04-15 18:10","2025-04-15 18:25","15","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1317507031","Control remoto","Dispositivos sin nombre","2025-04-15 16:36","2025-04-15 18:25","109","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","982971855","Control remoto","Dispositivos sin nombre","2025-04-15 12:57","2025-04-15 13:53","57","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1087595902","Control remoto","Dispositivos sin nombre","2025-04-15 12:51","2025-04-15 13:28","38","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","343938809","Control remoto","Dispositivos sin nombre","2025-04-15 12:46","2025-04-15 18:25","339","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1571743459","Control remoto","Dispositivos sin nombre","2025-04-15 12:41","2025-04-15 12:50","9","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","362816128","Control remoto","Dispositivos sin nombre","2025-04-15 12:37","2025-04-15 14:04","88","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1767500994","Control remoto","Dispositivos sin nombre","2025-04-15 12:33","2025-04-15 12:35","3","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1983326230","Control remoto","Dispositivos sin nombre","2025-04-15 12:27","2025-04-15 12:46","19","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","343938809","Control remoto","Dispositivos sin nombre","2025-04-15 12:23","2025-04-15 12:43","21","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1571743459","Control remoto","Dispositivos sin nombre","2025-04-15 12:22","2025-04-15 12:40","19","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1972952591","Control remoto","Dispositivos sin nombre","2025-04-15 12:18","2025-04-15 12:45","28","None","0,00","Factura",""
